projectId,startDate,endDate,ProjValue,impact_category,process_name,kpi_name,actual,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,score,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value,ID,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,communication,Meetings Documentation,0.04,0,1,"Minutes, Topic & Attachment", types,TRUE,1,4,0.6,0.1,0.35,1.4,33.6,3.36,2.016,P-NE-001Safetycommunication,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,communication,Meetings Rate,0.014,0,0.14,> 1/week,/week,TRUE,1,10,0.6,0.1,0.25,2.5,22.5,2.25,1.35,P-NE-001Safetycommunication,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,financial,Budgets Create Date,25.2,-30,0,> 30 days pre kickoff, days prior,TRUE,1,8,0.6,0.05,0.03,0.24,2.76,0.138,0.0828,P-NE-001Safetyfinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,financial,Budgets Usage Rate,0.13,0,1,> 1/proj day,/day,TRUE,4,13,0.6,0.05,0.1,1.3,8.7,0.435,0.261,P-NE-001Safetyfinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,financial,Change Order Time to Close,12.32,0,14,< 14 days, days,FALSE,3,12,0.5,0.2,0.25,3,22,4.4,2.2,P-NE-001Safetyfinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,financial,Change Order to Budget Ratio,0.085,0,0.1,< 10%,%,FALSE,3,15,0.6,0.05,0.25,3.75,21.25,1.0625,0.6375,P-NE-001Safetyfinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,financial,Contract to Budget Ratio (Deviation),0.03,0,0.25,>25%,%,FALSE,3,12,0.6,0.05,0.15,1.8,13.2,0.66,0.396,P-NE-001Safetyfinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,financial,Invoice to Contract Ratio (Deviation),0.094,0,0.1,< 10%,%,FALSE,2,6,0.6,0.05,0.02,0.12,1.88,0.094,0.0564,P-NE-001Safetyfinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,financial,Payments to Invoices Ratio (Deviation),0.073,0,0.1,< 10%,%,FALSE,4,27,0.6,0.05,0.2,5.4,14.6,0.73,0.438,P-NE-001Safetyfinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,operations,RFIs Closed on Time,0.112,0.8,1,> 80%,%,TRUE,3,19,0.6,0.25,0.1,1.9,8.1,2.025,1.215,P-NE-001Safetyoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,operations,RFIs Lead Time,1.68,7,99,> 7 days, days,TRUE,2,29,0.6,0.25,0.3,8.7,21.3,5.325,3.195,P-NE-001Safetyoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,operations,RFIs Rate,0.039,0.3,0.5,30-50%, days,FALSE,2,18,0.5,0.3,0.2,3.6,16.4,4.92,2.46,P-NE-001Safetyoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,operations,Submittals Closed on Time,0.136,0.8,1,> 80%,%,TRUE,3,22,0.6,0.25,0.05,1.1,3.9,0.975,0.585,P-NE-001Safetyoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,operations,Submittals Lead Time,1.89,21,99,> 21 days, days,TRUE,2,14,0.6,0.25,0.2,2.8,17.2,4.3,2.58,P-NE-001Safetyoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,operations,Submittals Rate,0.2,0.8,1,> 80%,%,TRUE,3,30,0.5,0.3,0.15,4.5,10.5,3.15,1.575,P-NE-001Safetyoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,quality,Observation Rate,0.0014,0,0.14,> 1/week,/week,TRUE,2,3,0.6,0.05,0.2,0.6,19.4,0.97,0.582,P-NE-001Safetyquality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,quality,Observations Closed on Time,0.016,0.8,1,> 80%,%,TRUE,2,4,0.6,0.05,0.4,1.6,38.4,1.92,1.152,P-NE-001Safetyquality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,quality,Quality Insp. Attach. Rate,0.29,1,99,> 1/insp.,/insp.,TRUE,2,31,0.6,0.05,0.1,3.1,6.9,0.345,0.207,P-NE-001Safetyquality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,quality,Quality Inspection Rate,0.0392,0,0.14,> 1/week,/week,TRUE,4,30,0.6,0.05,0.3,9,21,1.05,0.63,P-NE-001Safetyquality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,safety,Incident Detail Quality,0.0399,0.9,1,> 90%,%,TRUE,1,16,0.6,0.55,0.15,2.4,12.6,6.93,4.158,P-NE-001Safetysafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,safety,Incident Rate,1.62,0,0,0, incidents,FALSE,4,14,0.6,0.55,0.25,3.5,21.5,11.825,7.095,P-NE-001Safetysafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,0,0.6,0.55,0,0,0,0,0,P-NE-001Safetysafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,6,0.6,0.55,0,0,0,0,0,P-NE-001Safetysafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,safety,Safety Insp. Attach. Rate,0.07,1,99,> 1/insp.,/insp.,TRUE,2,2,0.6,0.55,0.1,0.2,9.8,5.39,3.234,P-NE-001Safetysafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,safety,Safety Inspection Rate,0.0266,0,0.14,> 1/week,/week,TRUE,3,14,0.6,0.55,0.2,2.8,17.2,9.46,5.676,P-NE-001Safetysafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Safety,safety,Safety Training,0.153,0.9,1,> 90%,%,TRUE,3,12,0.6,0.55,0.3,3.6,26.4,14.52,8.712,P-NE-001Safetysafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,communication,Daily Logs Delay,2.07,0,1,Same day, days,FALSE,2,31,0.5,0.15,0.2,6.2,13.8,2.07,1.035,P-NE-001Schedulecommunication,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,communication,Daily Logs Rate,0.1,0,1,> 1/day,/day,TRUE,2,10,0.5,0.15,0.15,1.5,13.5,2.025,1.0125,P-NE-001Schedulecommunication,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,communication,Meetings Documentation,0.17,0,1,"Minutes, Topic & Attachment", types,TRUE,1,17,0.5,0.15,0.4,6.8,33.2,4.98,2.49,P-NE-001Schedulecommunication,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,communication,Meetings Rate,0.0294,0,0.14,> 1/week,/week,TRUE,1,21,0.5,0.15,0.25,5.25,19.75,2.9625,1.48125,P-NE-001Schedulecommunication,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,financial,Budgets Create Date,23.4,-30,0,> 30 days pre kickoff, days prior,TRUE,1,11,0.5,0.2,0.15,1.65,13.35,2.67,1.335,P-NE-001Schedulefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,financial,Budgets Usage Rate,0.16,0,1,> 1/proj day,/day,TRUE,4,16,0.5,0.2,0.05,0.8,4.2,0.84,0.42,P-NE-001Schedulefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,financial,Change Order Time to Close,13.58,0,14,< 14 days, days,FALSE,3,3,0.5,0.2,0.25,0.75,24.25,4.85,2.425,P-NE-001Schedulefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,financial,Change Order to Budget Ratio,0.075,0,0.1,< 10%,%,FALSE,3,25,0.5,0.2,0.15,3.75,11.25,2.25,1.125,P-NE-001Schedulefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,financial,Contract to Budget Ratio (Deviation),0.06,0,0.25,>25%,%,FALSE,3,24,0.5,0.2,0.1,2.4,7.6,1.52,0.76,P-NE-001Schedulefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,financial,Invoice to Contract Ratio (Deviation),0.08,0,0.1,< 10%,%,FALSE,2,20,0.5,0.2,0.1,2,8,1.6,0.8,P-NE-001Schedulefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,financial,Payments to Invoices Ratio (Deviation),0.093,0,0.1,< 10%,%,FALSE,4,7,0.5,0.2,0.2,1.4,18.6,3.72,1.86,P-NE-001Schedulefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,operations,RFIs Closed on Time,0.256,0.8,1,> 80%,%,TRUE,3,37,0.5,0.3,0.1,3.7,6.3,1.89,0.945,P-NE-001Scheduleoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,operations,RFIs Lead Time,0.98,7,99,> 7 days, days,TRUE,2,19,0.5,0.3,0.25,4.75,20.25,6.075,3.0375,P-NE-001Scheduleoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,operations,RFIs Rate,0.084,0.3,0.5,30-50%, days,FALSE,2,33,0.5,0.3,0.2,6.6,13.4,4.02,2.01,P-NE-001Scheduleoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,operations,Submittals Closed on Time,0.088,0.8,1,> 80%,%,TRUE,3,16,0.5,0.3,0.1,1.6,8.4,2.52,1.26,P-NE-001Scheduleoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,operations,Submittals Lead Time,4.2,21,99,> 21 days, days,TRUE,2,25,0.5,0.3,0.2,5,15,4.5,2.25,P-NE-001Scheduleoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,operations,Submittals Rate,0.304,0.8,1,> 80%,%,TRUE,3,43,0.5,0.3,0.15,6.45,8.55,2.565,1.2825,P-NE-001Scheduleoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,quality,Observation Rate,0.0084,0,0.14,> 1/week,/week,TRUE,2,8,0.5,0.2,0.15,1.2,13.8,2.76,1.38,P-NE-001Schedulequality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,quality,Observations Closed on Time,0.144,0.8,1,> 80%,%,TRUE,2,20,0.5,0.2,0.45,9,36,7.2,3.6,P-NE-001Schedulequality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,quality,Quality Insp. Attach. Rate,0.15,1,99,> 1/insp.,/insp.,TRUE,2,17,0.5,0.2,0.1,1.7,8.3,1.66,0.83,P-NE-001Schedulequality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,quality,Quality Inspection Rate,0.0028,0,0.14,> 1/week,/week,TRUE,4,4,0.5,0.2,0.3,1.2,28.8,5.76,2.88,P-NE-001Schedulequality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,safety,Incident Detail Quality,0.0209,0.9,1,> 90%,%,TRUE,1,6,0.5,0.15,0.2,1.2,18.8,2.82,1.41,P-NE-001Schedulesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,safety,Incident Rate,1.42,0,0,0, incidents,FALSE,4,24,0.5,0.15,0.35,8.4,26.6,3.99,1.995,P-NE-001Schedulesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,21,0.5,0.15,0,0,0,0,0,P-NE-001Schedulesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,0,0.5,0.15,0,0,0,0,0,P-NE-001Schedulesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,safety,Safety Insp. Attach. Rate,0.11,1,99,> 1/insp.,/insp.,TRUE,2,6,0.5,0.15,0.15,0.9,14.1,2.115,1.0575,P-NE-001Schedulesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,safety,Safety Inspection Rate,0.035,0,0.14,> 1/week,/week,TRUE,3,20,0.5,0.15,0.15,3,12,1.8,0.9,P-NE-001Schedulesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,Schedule,safety,Safety Training,0.225,0.9,1,> 90%,%,TRUE,3,20,0.5,0.15,0.15,3,12,1.8,0.9,P-NE-001Schedulesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,communication,Daily Logs Delay,1.5,0,1,Same day, days,FALSE,2,50,0.7,0.1,0.25,12.5,12.5,1.25,0.875,P-NE-001WC Insurancecommunication,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,communication,Daily Logs Rate,0.31,0,1,> 1/day,/day,TRUE,2,31,0.7,0.1,0.15,4.65,10.35,1.035,0.7245,P-NE-001WC Insurancecommunication,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,communication,Meetings Documentation,0.43,0,1,"Minutes, Topic & Attachment", types,TRUE,1,43,0.7,0.1,0.25,10.75,14.25,1.425,0.9975,P-NE-001WC Insurancecommunication,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,communication,Meetings Rate,0.0574,0,0.14,> 1/week,/week,TRUE,1,41,0.7,0.1,0.35,14.35,20.65,2.065,1.4455,P-NE-001WC Insurancecommunication,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,financial,Budgets Create Date,24.6,-30,0,> 30 days pre kickoff, days prior,TRUE,1,9,0.7,0.05,0.03,0.27,2.73,0.1365,0.09555,P-NE-001WC Insurancefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,financial,Budgets Usage Rate,0.18,0,1,> 1/proj day,/day,TRUE,4,18,0.7,0.05,0.1,1.8,8.2,0.41,0.287,P-NE-001WC Insurancefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,financial,Change Order Time to Close,10.64,0,14,< 14 days, days,FALSE,3,24,0.5,0.2,0.25,6,19,3.8,1.9,P-NE-001WC Insurancefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,financial,Change Order to Budget Ratio,0.073,0,0.1,< 10%,%,FALSE,3,27,0.7,0.05,0.25,6.75,18.25,0.9125,0.63875,P-NE-001WC Insurancefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,financial,Contract to Budget Ratio (Deviation),0.0075,0,0.25,>25%,%,FALSE,3,3,0.7,0.05,0.15,0.45,14.55,0.7275,0.50925,P-NE-001WC Insurancefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,financial,Invoice to Contract Ratio (Deviation),0.097,0,0.1,< 10%,%,FALSE,2,3,0.7,0.05,0.02,0.06,1.94,0.097,0.0679,P-NE-001WC Insurancefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,financial,Payments to Invoices Ratio (Deviation),0.092,0,0.1,< 10%,%,FALSE,4,8,0.7,0.05,0.2,1.6,18.4,0.92,0.644,P-NE-001WC Insurancefinancial,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,operations,RFIs Closed on Time,0.4,0.8,1,> 80%,%,TRUE,3,55,0.7,0.25,0.1,5.5,4.5,1.125,0.7875,P-NE-001WC Insuranceoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,operations,RFIs Lead Time,1.19,7,99,> 7 days, days,TRUE,2,22,0.7,0.25,0.35,7.7,27.3,6.825,4.7775,P-NE-001WC Insuranceoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,operations,RFIs Rate,0.099,0.3,0.5,30-50%, days,FALSE,2,38,0.5,0.3,0.2,7.6,12.4,3.72,1.86,P-NE-001WC Insuranceoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,operations,Submittals Closed on Time,0.248,0.8,1,> 80%,%,TRUE,3,36,0.7,0.25,0.05,1.8,3.2,0.8,0.56,P-NE-001WC Insuranceoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,operations,Submittals Lead Time,2.73,21,99,> 21 days, days,TRUE,2,18,0.7,0.25,0.15,2.7,12.3,3.075,2.1525,P-NE-001WC Insuranceoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,operations,Submittals Rate,0.264,0.8,1,> 80%,%,TRUE,3,38,0.5,0.3,0.15,5.7,9.3,2.79,1.395,P-NE-001WC Insuranceoperations,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,quality,Observation Rate,0.0434,0,0.14,> 1/week,/week,TRUE,2,33,0.7,0.05,0.2,6.6,13.4,0.67,0.469,P-NE-001WC Insurancequality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,quality,Observations Closed on Time,0.128,0.8,1,> 80%,%,TRUE,2,18,0.7,0.05,0.4,7.2,32.8,1.64,1.148,P-NE-001WC Insurancequality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,quality,Quality Insp. Attach. Rate,0.1,1,99,> 1/insp.,/insp.,TRUE,2,12,0.7,0.05,0.1,1.2,8.8,0.44,0.308,P-NE-001WC Insurancequality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,quality,Quality Inspection Rate,0.0182,0,0.14,> 1/week,/week,TRUE,4,15,0.7,0.05,0.3,4.5,25.5,1.275,0.8925,P-NE-001WC Insurancequality,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,safety,Incident Detail Quality,0.038,0.9,1,> 90%,%,TRUE,1,15,0.7,0.55,0.15,2.25,12.75,7.0125,4.90875,P-NE-001WC Insurancesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,safety,Incident Rate,1.7,0,0,0, incidents,FALSE,4,10,0.7,0.55,0.35,3.5,31.5,17.325,12.1275,P-NE-001WC Insurancesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,3,0.7,0.55,0,0,0,0,0,P-NE-001WC Insurancesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,26,0.7,0.55,0,0,0,0,0,P-NE-001WC Insurancesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,safety,Safety Insp. Attach. Rate,0.2,1,99,> 1/insp.,/insp.,TRUE,2,15,0.7,0.55,0.05,0.75,4.25,2.3375,1.63625,P-NE-001WC Insurancesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,safety,Safety Inspection Rate,0.042,0,0.14,> 1/week,/week,TRUE,3,25,0.7,0.55,0.2,5,15,8.25,5.775,P-NE-001WC Insurancesafety,,,,,,,
P-NE-001,1/1/2021,6/30/2021,500000,WC Insurance,safety,Safety Training,0.081,0.9,1,> 90%,%,TRUE,3,4,0.7,0.55,0.25,1,24,13.2,9.24,P-NE-001WC Insurancesafety,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,communication,Daily Logs Delay,1.98,0,1,Same day, days,FALSE,2,34,0.6,0.15,0.2,6.8,13.2,1.98,1.188,P-SE-002BR Insurancecommunication,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,communication,Daily Logs Rate,0.39,0,1,> 1/day,/day,TRUE,2,39,0.6,0.15,0.15,5.85,9.15,1.3725,0.8235,P-SE-002BR Insurancecommunication,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,communication,Meetings Documentation,0.33,0,1,"Minutes, Topic & Attachment", types,TRUE,1,33,0.6,0.15,0.3,9.9,20.1,3.015,1.809,P-SE-002BR Insurancecommunication,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,communication,Meetings Rate,0.0336,0,0.14,> 1/week,/week,TRUE,1,24,0.6,0.15,0.35,8.4,26.6,3.99,2.394,P-SE-002BR Insurancecommunication,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,financial,Budgets Create Date,24.6,-30,0,> 30 days pre kickoff, days prior,TRUE,1,9,0.6,0.1,0.15,1.35,13.65,1.365,0.819,P-SE-002BR Insurancefinancial,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,financial,Budgets Usage Rate,0.29,0,1,> 1/proj day,/day,TRUE,4,29,0.6,0.1,0.1,2.9,7.1,0.71,0.426,P-SE-002BR Insurancefinancial,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,financial,Change Order Time to Close,9.8,0,14,< 14 days, days,FALSE,3,30,0.5,0.2,0.3,9,21,4.2,2.1,P-SE-002BR Insurancefinancial,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,financial,Change Order to Budget Ratio,0.074,0,0.1,< 10%,%,FALSE,3,26,0.6,0.1,0.25,6.5,18.5,1.85,1.11,P-SE-002BR Insurancefinancial,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,financial,Contract to Budget Ratio (Deviation),0.005,0,0.25,>25%,%,FALSE,3,2,0.6,0.1,0.1,0.2,9.8,0.98,0.588,P-SE-002BR Insurancefinancial,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,financial,Invoice to Contract Ratio (Deviation),0.089,0,0.1,< 10%,%,FALSE,2,11,0.6,0.1,0.05,0.55,4.45,0.445,0.267,P-SE-002BR Insurancefinancial,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,financial,Payments to Invoices Ratio (Deviation),0.07,0,0.1,< 10%,%,FALSE,4,30,0.6,0.1,0.05,1.5,3.5,0.35,0.21,P-SE-002BR Insurancefinancial,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,operations,RFIs Closed on Time,0.392,0.8,1,> 80%,%,TRUE,3,54,0.6,0.5,0.1,5.4,4.6,2.3,1.38,P-SE-002BR Insuranceoperations,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,operations,RFIs Lead Time,1.33,7,99,> 7 days, days,TRUE,2,24,0.6,0.5,0.4,9.6,30.4,15.2,9.12,P-SE-002BR Insuranceoperations,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,operations,RFIs Rate,0.09,0.3,0.5,30-50%, days,FALSE,2,35,0.5,0.3,0.2,7,13,3.9,1.95,P-SE-002BR Insuranceoperations,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,operations,Submittals Closed on Time,0.112,0.8,1,> 80%,%,TRUE,3,19,0.6,0.5,0.05,0.95,4.05,2.025,1.215,P-SE-002BR Insuranceoperations,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,operations,Submittals Lead Time,3.15,21,99,> 21 days, days,TRUE,2,20,0.6,0.5,0.1,2,8,4,2.4,P-SE-002BR Insuranceoperations,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,operations,Submittals Rate,0.36,0.8,1,> 80%,%,TRUE,3,50,0.5,0.3,0.15,7.5,7.5,2.25,1.125,P-SE-002BR Insuranceoperations,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,quality,Observation Rate,0.0434,0,0.14,> 1/week,/week,TRUE,2,33,0.6,0.05,0.15,4.95,10.05,0.5025,0.3015,P-SE-002BR Insurancequality,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,quality,Observations Closed on Time,0.264,0.8,1,> 80%,%,TRUE,2,35,0.6,0.05,0.35,12.25,22.75,1.1375,0.6825,P-SE-002BR Insurancequality,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,quality,Quality Insp. Attach. Rate,0.41,1,99,> 1/insp.,/insp.,TRUE,2,43,0.6,0.05,0.1,4.3,5.7,0.285,0.171,P-SE-002BR Insurancequality,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,quality,Quality Inspection Rate,0.0322,0,0.14,> 1/week,/week,TRUE,4,25,0.6,0.05,0.4,10,30,1.5,0.9,P-SE-002BR Insurancequality,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,safety,Incident Detail Quality,0.0228,0.9,1,> 90%,%,TRUE,1,7,0.6,0.2,0.15,1.05,13.95,2.79,1.674,P-SE-002BR Insurancesafety,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,safety,Incident Rate,1.24,0,0,0, incidents,FALSE,4,33,0.6,0.2,0.2,6.6,13.4,2.68,1.608,P-SE-002BR Insurancesafety,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,safety,Near Miss Detail Quality,0,0.9,1,> 90%,%,TRUE,1,24,0.6,0.2,0,0,0,0,0,P-SE-002BR Insurancesafety,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,safety,Near Miss Rate,0,0,0,0, near misses,FALSE,2,19,0.6,0.2,0,0,0,0,0,P-SE-002BR Insurancesafety,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,safety,Safety Insp. Attach. Rate,0.18,1,99,> 1/insp.,/insp.,TRUE,2,13,0.6,0.2,0.05,0.65,4.35,0.87,0.522,P-SE-002BR Insurancesafety,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,safety,Safety Inspection Rate,0.028,0,0.14,> 1/week,/week,TRUE,3,15,0.6,0.2,0.3,4.5,25.5,5.1,3.06,P-SE-002BR Insurancesafety,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,BR Insurance,safety,Safety Training,0.081,0.9,1,> 90%,%,TRUE,3,4,0.6,0.2,0.3,1.2,28.8,5.76,3.456,P-SE-002BR Insurancesafety,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,CA Insurance,communication,Daily Logs Delay,2.7,0,1,Same day, days,FALSE,2,10,0.6,0.15,0.3,3,27,4.05,2.43,P-SE-002CA Insurancecommunication,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,CA Insurance,communication,Daily Logs Rate,0.14,0,1,> 1/day,/day,TRUE,2,14,0.6,0.15,0.2,2.8,17.2,2.58,1.548,P-SE-002CA Insurancecommunication,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,CA Insurance,communication,Meetings Documentation,0.3,0,1,"Minutes, Topic & Attachment", types,TRUE,1,30,0.6,0.15,0.3,9,21,3.15,1.89,P-SE-002CA Insurancecommunication,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,CA Insurance,communication,Meetings Rate,0.0182,0,0.14,> 1/week,/week,TRUE,1,13,0.6,0.15,0.2,2.6,17.4,2.61,1.566,P-SE-002CA Insurancecommunication,,,,,,,
P-SE-002,1/31/2021,10/28/2021,1000000,CA Insurance,financial,Budgets Create Date,20.4,-30,0,> 30 days pre kickoff, days prior,TRUE,1,16,0.6,0.1,0.05,0.8,4.2,0.42,0.252,P-SE-002CA Insurancefinancial,,,,,,,
