projectId,region,projectManager,impact_category,action_item_type,action_item_id,description,required_action,weight
P-WE-004,West,Alice Brown,WC Insurance,Change Orders,P-WE-004-CHA-06,Site condition change - unexpected utilities,Assess additional costs and timeline impact,52
P-WE-004,West,Alice Brown,WC Insurance,Incidents,P-WE-004-INC-04,Safety incident - near miss on site,Complete incident investigation and safety briefing,91
P-WE-004,West,Alice Brown,WC Insurance,Late Payment,P-WE-004-LAT-02,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,48
P-WE-004,West,Alice Brown,WC Insurance,Punch Items,P-WE-004-PUN-05,Punch item - HVAC balancing incomplete,Complete system commissioning and testing,64
P-WE-004,West,Alice Brown,WC Insurance,RFIs,P-WE-004-RFI-03,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,60
P-WE-004,West,Alice Brown,WC Insurance,Submittals,P-WE-004-SUB-01,Submittal - elevator equipment shop drawings,Review technical specifications and approve,52
P-NE-005,Northeast,John Doe,BR Insurance,Change Orders,P-NE-005-CHA-05,Material substitution - steel supplier change,Verify specifications and update procurement,84
P-NE-005,Northeast,John Doe,BR Insurance,Incidents,P-NE-005-INC-06,Equipment malfunction - crane hydraulics,Schedule immediate equipment inspection and repair,75
P-NE-005,Northeast,John Doe,BR Insurance,Inspections,P-NE-005-INS-04,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,56
P-NE-005,Northeast,John Doe,BR Insurance,Late Payment,P-NE-005-LAT-08,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,78
P-NE-005,Northeast,John Doe,BR Insurance,Observations,P-NE-005-OBS-03,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,69
P-NE-005,Northeast,John Doe,BR Insurance,Punch Items,P-NE-005-PUN-01,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,51
P-NE-005,Northeast,John Doe,BR Insurance,RFIs,P-NE-005-RFI-02,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",67
P-NE-005,Northeast,John Doe,BR Insurance,Submittals,P-NE-005-SUB-07,Submittal - elevator equipment shop drawings,Review technical specifications and approve,57
P-NE-005,Northeast,John Doe,CA Insurance,Change Orders,P-NE-005-CHA-05,Material substitution - steel supplier change,Verify specifications and update procurement,77
P-NE-005,Northeast,John Doe,CA Insurance,Incidents,P-NE-005-INC-06,Equipment malfunction - crane hydraulics,Schedule immediate equipment inspection and repair,79
P-NE-005,Northeast,John Doe,CA Insurance,Inspections,P-NE-005-INS-04,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,60
P-NE-005,Northeast,John Doe,CA Insurance,Late Payment,P-NE-005-LAT-08,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,60
P-NE-005,Northeast,John Doe,CA Insurance,Observations,P-NE-005-OBS-03,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,59
P-NE-005,Northeast,John Doe,CA Insurance,Punch Items,P-NE-005-PUN-01,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,49
P-NE-005,Northeast,John Doe,CA Insurance,RFIs,P-NE-005-RFI-02,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",64
P-NE-005,Northeast,John Doe,CA Insurance,Submittals,P-NE-005-SUB-07,Submittal - elevator equipment shop drawings,Review technical specifications and approve,47
P-NE-005,Northeast,John Doe,Cost,Change Orders,P-NE-005-CHA-05,Material substitution - steel supplier change,Verify specifications and update procurement,94
P-NE-005,Northeast,John Doe,Cost,Incidents,P-NE-005-INC-06,Equipment malfunction - crane hydraulics,Schedule immediate equipment inspection and repair,80
P-NE-005,Northeast,John Doe,Cost,Inspections,P-NE-005-INS-04,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,63
P-NE-005,Northeast,John Doe,Cost,Late Payment,P-NE-005-LAT-08,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,95
P-NE-005,Northeast,John Doe,Cost,Observations,P-NE-005-OBS-03,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,60
P-NE-005,Northeast,John Doe,Cost,Punch Items,P-NE-005-PUN-01,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,52
P-NE-005,Northeast,John Doe,Cost,RFIs,P-NE-005-RFI-02,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",88
P-NE-005,Northeast,John Doe,Cost,Submittals,P-NE-005-SUB-07,Submittal - elevator equipment shop drawings,Review technical specifications and approve,80
P-NE-005,Northeast,John Doe,GL Insurance,Change Orders,P-NE-005-CHA-05,Material substitution - steel supplier change,Verify specifications and update procurement,81
P-NE-005,Northeast,John Doe,GL Insurance,Incidents,P-NE-005-INC-06,Equipment malfunction - crane hydraulics,Schedule immediate equipment inspection and repair,94
P-NE-005,Northeast,John Doe,GL Insurance,Inspections,P-NE-005-INS-04,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,75
P-NE-005,Northeast,John Doe,GL Insurance,Late Payment,P-NE-005-LAT-08,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,43
P-NE-005,Northeast,John Doe,GL Insurance,Observations,P-NE-005-OBS-03,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,84
P-NE-005,Northeast,John Doe,GL Insurance,Punch Items,P-NE-005-PUN-01,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,53
P-NE-005,Northeast,John Doe,GL Insurance,RFIs,P-NE-005-RFI-02,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",75
P-NE-005,Northeast,John Doe,GL Insurance,Submittals,P-NE-005-SUB-07,Submittal - elevator equipment shop drawings,Review technical specifications and approve,57
P-NE-005,Northeast,John Doe,Safety,Change Orders,P-NE-005-CHA-05,Material substitution - steel supplier change,Verify specifications and update procurement,69
P-NE-005,Northeast,John Doe,Safety,Incidents,P-NE-005-INC-06,Equipment malfunction - crane hydraulics,Schedule immediate equipment inspection and repair,92
P-NE-005,Northeast,John Doe,Safety,Inspections,P-NE-005-INS-04,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,90
P-NE-005,Northeast,John Doe,Safety,Late Payment,P-NE-005-LAT-08,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,60
P-NE-005,Northeast,John Doe,Safety,Observations,P-NE-005-OBS-03,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,90
P-NE-005,Northeast,John Doe,Safety,Punch Items,P-NE-005-PUN-01,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,74
P-NE-005,Northeast,John Doe,Safety,RFIs,P-NE-005-RFI-02,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",75
P-NE-005,Northeast,John Doe,Safety,Submittals,P-NE-005-SUB-07,Submittal - elevator equipment shop drawings,Review technical specifications and approve,62
P-NE-005,Northeast,John Doe,Schedule,Change Orders,P-NE-005-CHA-05,Material substitution - steel supplier change,Verify specifications and update procurement,86
P-NE-005,Northeast,John Doe,Schedule,Incidents,P-NE-005-INC-06,Equipment malfunction - crane hydraulics,Schedule immediate equipment inspection and repair,60
P-NE-005,Northeast,John Doe,Schedule,Inspections,P-NE-005-INS-04,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,86
P-NE-005,Northeast,John Doe,Schedule,Late Payment,P-NE-005-LAT-08,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,63
P-NE-005,Northeast,John Doe,Schedule,Observations,P-NE-005-OBS-03,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,64
P-NE-005,Northeast,John Doe,Schedule,Punch Items,P-NE-005-PUN-01,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,68
P-NE-005,Northeast,John Doe,Schedule,RFIs,P-NE-005-RFI-02,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",90
P-NE-005,Northeast,John Doe,Schedule,Submittals,P-NE-005-SUB-07,Submittal - elevator equipment shop drawings,Review technical specifications and approve,79
P-NE-005,Northeast,John Doe,WC Insurance,Change Orders,P-NE-005-CHA-05,Material substitution - steel supplier change,Verify specifications and update procurement,61
P-NE-005,Northeast,John Doe,WC Insurance,Incidents,P-NE-005-INC-06,Equipment malfunction - crane hydraulics,Schedule immediate equipment inspection and repair,86
P-NE-005,Northeast,John Doe,WC Insurance,Inspections,P-NE-005-INS-04,Building inspection failed - electrical rough-in,Address inspector comments and reschedule,70
P-NE-005,Northeast,John Doe,WC Insurance,Late Payment,P-NE-005-LAT-08,Subcontractor payment overdue - electrical trade,Process payment and review cash flow procedures,54
P-NE-005,Northeast,John Doe,WC Insurance,Observations,P-NE-005-OBS-03,Quality observation - misaligned window frames,Coordinate with trades to correct alignment,81
P-NE-005,Northeast,John Doe,WC Insurance,Punch Items,P-NE-005-PUN-01,Punch item - paint touch-ups in lobby,Schedule painter and coordinate with client,70
P-NE-005,Northeast,John Doe,WC Insurance,RFIs,P-NE-005-RFI-02,RFI - structural connection detail clarification,"High priority RFI, needs immediate architect response",56
P-NE-005,Northeast,John Doe,WC Insurance,Submittals,P-NE-005-SUB-07,Submittal - elevator equipment shop drawings,Review technical specifications and approve,58
P-SE-006,Southeast,Jane Smith,BR Insurance,Incidents,P-SE-006-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,71
P-SE-006,Southeast,Jane Smith,BR Insurance,Inspections,P-SE-006-INS-06,City inspection - foundation pour approval,Schedule inspection and prepare documentation,58
P-SE-006,Southeast,Jane Smith,BR Insurance,Late Payment,P-SE-006-LAT-03,Equipment rental payment late,Process payment to avoid service interruption,90
P-SE-006,Southeast,Jane Smith,BR Insurance,Observations,P-SE-006-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,57
P-SE-006,Southeast,Jane Smith,BR Insurance,RFIs,P-SE-006-RFI-05,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,74
P-SE-006,Southeast,Jane Smith,BR Insurance,Submittals,P-SE-006-SUB-02,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,55
P-SE-006,Southeast,Jane Smith,CA Insurance,Incidents,P-SE-006-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,82
P-SE-006,Southeast,Jane Smith,CA Insurance,Inspections,P-SE-006-INS-06,City inspection - foundation pour approval,Schedule inspection and prepare documentation,56
P-SE-006,Southeast,Jane Smith,CA Insurance,Late Payment,P-SE-006-LAT-03,Equipment rental payment late,Process payment to avoid service interruption,64
P-SE-006,Southeast,Jane Smith,CA Insurance,Observations,P-SE-006-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,73
P-SE-006,Southeast,Jane Smith,CA Insurance,RFIs,P-SE-006-RFI-05,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,60
P-SE-006,Southeast,Jane Smith,CA Insurance,Submittals,P-SE-006-SUB-02,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,49
P-SE-006,Southeast,Jane Smith,Cost,Incidents,P-SE-006-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,69
P-SE-006,Southeast,Jane Smith,Cost,Inspections,P-SE-006-INS-06,City inspection - foundation pour approval,Schedule inspection and prepare documentation,64
P-SE-006,Southeast,Jane Smith,Cost,Late Payment,P-SE-006-LAT-03,Equipment rental payment late,Process payment to avoid service interruption,82
P-SE-006,Southeast,Jane Smith,Cost,Observations,P-SE-006-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,61
P-SE-006,Southeast,Jane Smith,Cost,RFIs,P-SE-006-RFI-05,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,80
P-SE-006,Southeast,Jane Smith,Cost,Submittals,P-SE-006-SUB-02,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,61
P-SE-006,Southeast,Jane Smith,GL Insurance,Incidents,P-SE-006-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,86
P-SE-006,Southeast,Jane Smith,GL Insurance,Inspections,P-SE-006-INS-06,City inspection - foundation pour approval,Schedule inspection and prepare documentation,73
P-SE-006,Southeast,Jane Smith,GL Insurance,Late Payment,P-SE-006-LAT-03,Equipment rental payment late,Process payment to avoid service interruption,50
P-SE-006,Southeast,Jane Smith,GL Insurance,Observations,P-SE-006-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,80
P-SE-006,Southeast,Jane Smith,GL Insurance,RFIs,P-SE-006-RFI-05,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,65
P-SE-006,Southeast,Jane Smith,GL Insurance,Submittals,P-SE-006-SUB-02,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,60
P-SE-006,Southeast,Jane Smith,Safety,Incidents,P-SE-006-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,90
P-SE-006,Southeast,Jane Smith,Safety,Inspections,P-SE-006-INS-06,City inspection - foundation pour approval,Schedule inspection and prepare documentation,81
P-SE-006,Southeast,Jane Smith,Safety,Late Payment,P-SE-006-LAT-03,Equipment rental payment late,Process payment to avoid service interruption,54
P-SE-006,Southeast,Jane Smith,Safety,Observations,P-SE-006-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,77
P-SE-006,Southeast,Jane Smith,Safety,RFIs,P-SE-006-RFI-05,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,77
P-SE-006,Southeast,Jane Smith,Safety,Submittals,P-SE-006-SUB-02,Submittal - lighting fixture cut sheets,Verify energy efficiency compliance,57
P-SE-006,Southeast,Jane Smith,Schedule,Incidents,P-SE-006-INC-04,Worker injury - minor cut on hand,Complete injury report and safety protocol review,49
P-SE-006,Southeast,Jane Smith,Schedule,Inspections,P-SE-006-INS-06,City inspection - foundation pour approval,Schedule inspection and prepare documentation,75
P-SE-006,Southeast,Jane Smith,Schedule,Late Payment,P-SE-006-LAT-03,Equipment rental payment late,Process payment to avoid service interruption,67
P-SE-006,Southeast,Jane Smith,Schedule,Observations,P-SE-006-OBS-01,Safety observation - improper PPE usage,Conduct safety meeting and retrain workers,71
P-SE-006,Southeast,Jane Smith,Schedule,RFIs,P-SE-006-RFI-05,RFI - HVAC ductwork routing conflict,Coordinate with MEP engineer for resolution,86
