impact_category,process_name,kpi_name,bp_lower_bound,bp_upper_bound,bp_range_display,unit,higher_is_better,importance_weight,phase wt,process wt,KPI wt,realized_value,unrealized_value,process_level_unrealized_value,phase_level_unrealized_value,projectId,score,actual
GL Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.1,0.35,0.1,7,3.3,1.2,0.12,P-SE-002,36.0,14.0
GL Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.1,0.35,0.35,23,11.6,4.0,0.4,P-SE-002,38.0,40.0
GL Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.1,0.35,0.1,6,4.0,1.4,0.14,P-SE-002,17.0,0.45
GL Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.25,23,2.0,0.3,0.03,P-SE-002,14.0,0.96
GL Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.2,17,3.2,0.5,0.05,P-SE-002,7.0,1.0
GL Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.15,11,3.8,0.6,0.06,P-SE-002,2.0,0.94
GL Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.4,30,10.4,1.6,0.16,P-SE-002,23.0,0.91
GL Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.1,0.4,0.3,23,6.9,2.8,0.28,P-SE-002,18.0,4.38
GL Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.1,0.4,0.4,36,4.0,1.6,0.16,P-SE-002,18.0,0.78
GL Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.1,0.4,0.2,12,8.0,3.2,0.32,P-SE-002,18.0,0.08
GL Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.1,0.4,0.1,8,2.5,1.0,0.1,P-SE-002,20.0,0.9
Safety,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.1,0.1,0.1,10,0.0,0.0,0.0,P-SE-002,9.0,0.21
Safety,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.1,0.1,0.3,19,11.1,1.1,0.11,P-SE-002,6.0,0.0
Safety,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.1,0.1,0.2,10,10.0,1.0,0.1,P-SE-002,26.0,1.64
Safety,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.1,0.1,0.4,30,10.0,1.0,0.1,P-SE-002,14.0,0.0
Safety,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.1,0.4,0.4,30,10.0,4.0,0.4,P-SE-002,25.0,0.43
Safety,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.1,0.4,0.15,10,5.0,2.0,0.2,P-SE-002,1.0,22.0
Safety,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.1,0.4,0.35,23,11.6,4.6,0.46,P-SE-002,17.0,27.0
Safety,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.1,0.4,0.1,6,4.0,1.6,0.16,P-SE-002,29.0,0.36
Safety,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.1,9,0.8,0.1,0.01,P-SE-002,13.0,1.0
Safety,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.2,17,3.2,0.5,0.05,P-SE-002,7.0,0.88
Safety,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.25,19,6.3,0.9,0.09,P-SE-002,35.0,0.94
Safety,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.45,33,11.7,1.8,0.18,P-SE-002,31.0,1.0
Safety,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.1,0.35,0.25,19,5.8,2.0,0.2,P-SE-002,15.0,3.52
Safety,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.1,0.35,0.5,45,5.0,1.8,0.18,P-SE-002,3.0,1.04
Safety,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.1,0.35,0.1,6,4.0,1.4,0.14,P-SE-002,31.0,0.07
Safety,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.1,0.35,0.15,11,3.8,1.3,0.13,P-SE-002,29.0,0.87
Schedule,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-SE-002,26.0,0.36
Schedule,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-SE-002,38.0,0.0
Schedule,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.15,8,7.5,0.8,0.04,P-SE-002,13.0,1.32
Schedule,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.45,34,11.3,1.1,0.06,P-SE-002,4.0,0.0
Schedule,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.3,0.2,15,5.0,1.5,0.08,P-SE-002,7.0,0.61
Schedule,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.3,0.3,20,9.9,3.0,0.15,P-SE-002,21.0,18.0
Schedule,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.3,0.4,27,13.2,4.0,0.2,P-SE-002,3.0,23.0
Schedule,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.3,0.1,6,4.0,1.2,0.06,P-SE-002,4.0,0.45
Schedule,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.4,37,3.2,0.6,0.03,P-SE-002,21.0,1.0
Schedule,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.1,8,1.6,0.3,0.02,P-SE-002,17.0,0.97
Schedule,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.3,23,7.5,1.5,0.08,P-SE-002,10.0,0.98
Schedule,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.2,15,5.2,1.0,0.05,P-SE-002,9.0,1.0
Schedule,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.4,0.2,15,4.6,1.8,0.09,P-SE-002,21.0,4.41
Schedule,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.4,0.45,41,4.5,1.8,0.09,P-SE-002,9.0,0.84
Schedule,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.4,0.25,15,10.0,4.0,0.2,P-SE-002,31.0,0.07
Schedule,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.4,0.1,8,2.5,1.0,0.05,P-SE-002,21.0,0.86
WC Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-SE-002,19.0,0.3
WC Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-SE-002,9.0,0.0
WC Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.2,10,10.0,1.0,0.05,P-SE-002,10.0,1.28
WC Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.4,30,10.0,1.0,0.05,P-SE-002,21.0,0.0
WC Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.4,0.4,30,10.0,4.0,0.2,P-SE-002,22.0,0.45
WC Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.4,0.15,10,5.0,2.0,0.1,P-SE-002,22.0,15.0
WC Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.4,0.35,23,11.6,4.6,0.23,P-SE-002,22.0,28.0
WC Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.4,0.1,6,4.0,1.6,0.08,P-SE-002,3.0,0.48
WC Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.1,9,0.8,0.1,0.01,P-SE-002,13.0,1.0
WC Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.2,17,3.2,0.5,0.02,P-SE-002,1.0,1.0
WC Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.25,19,6.3,0.9,0.05,P-SE-002,9.0,0.91
WC Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.45,33,11.7,1.8,0.09,P-SE-002,18.0,0.99
WC Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.35,0.2,15,4.6,1.6,0.08,P-SE-002,20.0,4.04
WC Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.35,0.6,54,6.0,2.1,0.11,P-SE-002,17.0,0.83
WC Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.35,0.1,6,4.0,1.4,0.07,P-SE-002,11.0,0.09
WC Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.35,0.1,8,2.5,0.9,0.04,P-SE-002,8.0,0.85
BR Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-MW-003,9.0,0.21
BR Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-MW-003,16.0,0.0
BR Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.2,10,10.0,1.0,0.05,P-MW-003,6.0,1.06
BR Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.4,30,10.0,1.0,0.05,P-MW-003,6.0,0.0
BR Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.35,0.35,26,8.8,3.1,0.15,P-MW-003,33.0,0.4
BR Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.35,0.15,10,5.0,1.7,0.09,P-MW-003,37.0,13.0
BR Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.35,0.4,27,13.2,4.6,0.23,P-MW-003,13.0,25.0
BR Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.35,0.1,6,4.0,1.4,0.07,P-MW-003,31.0,0.34
BR Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.4,37,3.2,0.5,0.02,P-MW-003,6.0,0.94
BR Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.2,17,3.2,0.5,0.02,P-MW-003,16.0,1.0
BR Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.1,8,2.5,0.4,0.02,P-MW-003,29.0,1.0
BR Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.3,22,7.8,1.2,0.06,P-MW-003,15.0,1.0
BR Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.4,0.3,23,6.9,2.8,0.14,P-MW-003,27.0,4.46
BR Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.4,0.2,18,2.0,0.8,0.04,P-MW-003,25.0,0.72
BR Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.4,0.4,24,16.0,6.4,0.32,P-MW-003,10.0,0.08
BR Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.4,0.1,8,2.5,1.0,0.05,P-MW-003,8.0,0.75
CA Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-MW-003,42.0,0.52
CA Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-MW-003,29.0,0.0
CA Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.2,10,10.0,1.0,0.05,P-MW-003,43.0,1.76
CA Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.4,30,10.0,1.0,0.05,P-MW-003,32.0,0.0
CA Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.3,0.25,19,6.3,1.9,0.09,P-MW-003,35.0,0.39
CA Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.3,0.25,17,8.3,2.5,0.12,P-MW-003,28.0,14.0
CA Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.3,0.25,17,8.3,2.5,0.12,P-MW-003,39.0,38.0
CA Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.3,0.25,15,10.0,3.0,0.15,P-MW-003,35.0,0.33
CA Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.1,9,0.8,0.2,0.01,P-MW-003,3.0,0.93
CA Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.2,17,3.2,0.6,0.03,P-MW-003,4.0,0.98
CA Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.25,19,6.3,1.3,0.06,P-MW-003,41.0,0.92
CA Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.45,33,11.7,2.3,0.12,P-MW-003,23.0,0.92
CA Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.4,0.3,23,6.9,2.8,0.14,P-MW-003,15.0,3.85
CA Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.4,0.4,36,4.0,1.6,0.08,P-MW-003,6.0,0.86
CA Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.4,0.2,12,8.0,3.2,0.16,P-MW-003,28.0,0.07
CA Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.4,0.1,8,2.5,1.0,0.05,P-MW-003,25.0,0.83
Cost,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.3,0.1,0.1,10,0.0,0.0,0.0,P-MW-003,7.0,0.22
Cost,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.3,0.1,0.45,28,16.7,1.7,0.5,P-MW-003,14.0,0.0
Cost,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.3,0.1,0.3,15,15.0,1.5,0.45,P-MW-003,11.0,1.21
Cost,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.3,0.1,0.15,11,3.8,0.4,0.11,P-MW-003,8.0,0.0
Cost,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.3,0.3,0.3,23,7.5,2.3,0.68,P-MW-003,51.0,0.32
Cost,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.3,0.3,0.2,13,6.6,2.0,0.59,P-MW-003,31.0,15.0
Cost,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.3,0.3,0.4,27,13.2,4.0,1.19,P-MW-003,32.0,31.0
Cost,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.3,0.3,0.1,6,4.0,1.2,0.36,P-MW-003,33.0,0.35
Cost,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.3,0.15,0.4,37,3.2,0.5,0.14,P-MW-003,20.0,0.93
Cost,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.3,0.15,0.3,25,4.8,0.7,0.22,P-MW-003,17.0,0.89
Cost,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.3,0.15,0.1,8,2.5,0.4,0.11,P-MW-003,17.0,1.0
Cost,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.3,0.15,0.2,15,5.2,0.8,0.23,P-MW-003,26.0,0.87
Cost,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.3,0.45,0.3,23,6.9,3.1,0.93,P-MW-003,26.0,4.65
Cost,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.3,0.45,0.1,9,1.0,0.5,0.14,P-MW-003,13.0,0.82
Cost,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.3,0.45,0.4,24,16.0,7.2,2.16,P-MW-003,21.0,0.07
Cost,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.3,0.45,0.2,15,5.0,2.3,0.68,P-MW-003,17.0,0.86
GL Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.1,0.1,0.1,10,0.0,0.0,0.0,P-MW-003,43.0,0.55
GL Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.1,0.1,0.3,19,11.1,1.1,0.11,P-MW-003,29.0,0.0
GL Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.1,0.1,0.2,10,10.0,1.0,0.1,P-MW-003,46.0,1.9
GL Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.1,0.1,0.4,30,10.0,1.0,0.1,P-MW-003,47.0,0.0
GL Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.1,0.35,0.45,34,11.3,3.9,0.39,P-MW-003,24.0,0.42
GL Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.1,0.35,0.1,7,3.3,1.2,0.12,P-MW-003,32.0,14.0
GL Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.1,0.35,0.35,23,11.6,4.0,0.4,P-MW-003,11.0,27.0
GL Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.1,0.35,0.1,6,4.0,1.4,0.14,P-MW-003,23.0,0.39
GL Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.25,23,2.0,0.3,0.03,P-MW-003,15.0,0.97
GL Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.2,17,3.2,0.5,0.05,P-MW-003,13.0,0.93
GL Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.15,11,3.8,0.6,0.06,P-MW-003,4.0,1.0
GL Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.4,30,10.4,1.6,0.16,P-MW-003,25.0,1.0
GL Insurance,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.1,0.4,0.3,23,6.9,2.8,0.28,P-MW-003,4.0,3.42
GL Insurance,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.1,0.4,0.4,36,4.0,1.6,0.16,P-MW-003,27.0,0.74
GL Insurance,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.1,0.4,0.2,12,8.0,3.2,0.32,P-MW-003,5.0,0.1
GL Insurance,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.1,0.4,0.1,8,2.5,1.0,0.1,P-MW-003,25.0,0.82
Safety,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.1,0.1,0.1,10,0.0,0.0,0.0,P-MW-003,5.0,0.2
Safety,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.1,0.1,0.3,19,11.1,1.1,0.11,P-MW-003,3.0,0.0
Safety,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.1,0.1,0.2,10,10.0,1.0,0.1,P-MW-003,17.0,1.24
Safety,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.1,0.1,0.4,30,10.0,1.0,0.1,P-MW-003,18.0,0.0
Safety,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.1,0.4,0.4,30,10.0,4.0,0.4,P-MW-003,15.0,0.47
Safety,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.1,0.4,0.15,10,5.0,2.0,0.2,P-MW-003,35.0,15.0
Safety,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.1,0.4,0.35,23,11.6,4.6,0.46,P-MW-003,35.0,35.0
Safety,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.1,0.4,0.1,6,4.0,1.6,0.16,P-MW-003,5.0,0.48
Safety,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.1,9,0.8,0.1,0.01,P-MW-003,4.0,1.0
Safety,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.2,17,3.2,0.5,0.05,P-MW-003,2.0,0.88
Safety,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.1,0.15,0.25,19,6.3,0.9,0.09,P-MW-003,19.0,1.0
Safety,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.1,0.15,0.45,33,11.7,1.8,0.18,P-MW-003,16.0,0.9
Safety,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.1,0.35,0.25,19,5.8,2.0,0.2,P-MW-003,43.0,5.41
Safety,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.1,0.35,0.5,45,5.0,1.8,0.18,P-MW-003,29.0,0.75
Safety,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.1,0.35,0.1,6,4.0,1.4,0.14,P-MW-003,29.0,0.07
Safety,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.1,0.35,0.15,11,3.8,1.3,0.13,P-MW-003,41.0,0.83
Schedule,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-MW-003,14.0,0.25
Schedule,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-MW-003,28.0,0.0
Schedule,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.15,8,7.5,0.8,0.04,P-MW-003,14.0,1.38
Schedule,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.45,34,11.3,1.1,0.06,P-MW-003,19.0,0.0
Schedule,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.3,0.2,15,5.0,1.5,0.08,P-MW-003,13.0,0.5
Schedule,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.3,0.3,20,9.9,3.0,0.15,P-MW-003,24.0,17.0
Schedule,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.3,0.4,27,13.2,4.0,0.2,P-MW-003,22.0,31.0
Schedule,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.3,0.1,6,4.0,1.2,0.06,P-MW-003,7.0,0.48
Schedule,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.4,37,3.2,0.6,0.03,P-MW-003,7.0,1.0
Schedule,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.1,8,1.6,0.3,0.02,P-MW-003,14.0,0.89
Schedule,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.2,0.3,23,7.5,1.5,0.08,P-MW-003,11.0,1.0
Schedule,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.2,0.2,15,5.2,1.0,0.05,P-MW-003,19.0,0.88
Schedule,estimating,Avg Number of Sub Quotes per Trade,3.0,99.0,> 3,quote,True,1,0.05,0.4,0.2,15,4.6,1.8,0.09,P-MW-003,34.0,5.06
Schedule,estimating,Avg Selected Sub EMR,0.0,1.0,< 1.00,EMR,False,2,0.05,0.4,0.45,41,4.5,1.8,0.09,P-MW-003,28.0,0.69
Schedule,estimating,Avg Sub Quote Variance,0.0,0.1,< 10%,%,False,1,0.05,0.4,0.25,15,10.0,4.0,0.2,P-MW-003,6.0,0.09
Schedule,estimating,Avg Sub Response Rate,0.8,1.0,> 80%,%,True,1,0.05,0.4,0.1,8,2.5,1.0,0.05,P-MW-003,14.0,0.8
WC Insurance,bidresults,Bid Win Rate,0.15,1.0,> 155,%,True,4,0.05,0.1,0.1,10,0.0,0.0,0.0,P-MW-003,4.0,0.19
WC Insurance,bidresults,Cost Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.3,19,11.1,1.1,0.06,P-MW-003,17.0,0.0
WC Insurance,bidresults,Profit Variance,1.0,9999.0,> 0%,%,True,4,0.05,0.1,0.2,10,10.0,1.0,0.05,P-MW-003,17.0,1.41
WC Insurance,bidresults,Schedule Variance,-99.0,0.0,< 0%,%,False,2,0.05,0.1,0.4,30,10.0,1.0,0.05,P-MW-003,24.0,0.0
WC Insurance,bidreview,% of Bids Targeted,0.0,0.6,< 60%,%,False,2,0.05,0.4,0.4,30,10.0,4.0,0.2,P-MW-003,21.0,0.51
WC Insurance,bidreview,Avg Days to Submit Bid,0.0,21.0,< 21 days,days,False,3,0.05,0.4,0.15,10,5.0,2.0,0.1,P-MW-003,27.0,16.0
WC Insurance,bidreview,Avg Time to Submit Bid,21.0,9999.0,> 21 days,days,True,3,0.05,0.4,0.35,23,11.6,4.6,0.23,P-MW-003,31.0,34.0
WC Insurance,bidreview,Bid Rate per $1M of ACV,0.0,0.5,< 0.5,/$1M ACV,False,3,0.05,0.4,0.1,6,4.0,1.6,0.08,P-MW-003,43.0,0.26
WC Insurance,compliance,Bid Package Completeness Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.1,9,0.8,0.1,0.01,P-MW-003,16.0,1.0
WC Insurance,compliance,Compliance Matrix Completion Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.2,17,3.2,0.5,0.02,P-MW-003,11.0,1.0
WC Insurance,compliance,Licensing & Certification Compliance Rate,1.0,1.0,100%,%,True,3,0.05,0.15,0.25,19,6.3,0.9,0.05,P-MW-003,3.0,1.0
WC Insurance,compliance,Sub Prequal Rate,0.95,1.0,> 95%,%,True,2,0.05,0.15,0.45,33,11.7,1.8,0.09,P-MW-003,31.0,0.92
